meter_id,time_stamp,record_status,total_energy_tot_imp_wh,total_energy_tot_exp_wh,total_energy_tot_imp_va,total_energy_tot_exp_va
GRID_01,2025-01-01 07:30:00,0,0.0,345.716,0,0
DEST_01,2025-01-01 07:30:00,0,338.808,0.0,0,0
BESS_01,2025-01-01 08:00:00,0,0.0,30.735,0,0
BESS_02,2025-01-01 08:00:00,0,0.0,30.651,0,0
BESS_03,2025-01-01 08:00:00,0,0.0,31.037,0,0
BESS_04,2025-01-01 08:00:00,0,0.0,31.712,0,0
SOLAR_01,2025-01-01 08:00:00,0,0.0,68.466,0,0
SOLAR_02,2025-01-01 08:00:00,0,0.0,66.338,0,0
SOLAR_03,2025-01-01 08:00:00,0,0.0,64.933,0,0
SOLAR_04,2025-01-01 08:00:00,0,0.0,66.51,0,0
SELF_01,2025-01-01 08:00:00,0,27.584,0.0,0,0
GRID_01,2025-01-01 08:00:00,0,0.0,362.797,0,0
DEST_01,2025-01-01 08:00:00,0,355.547,0.0,0,0
BESS_01,2025-01-01 08:30:00,0,0.0,32.813,0,0
BESS_02,2025-01-01 08:30:00,0,0.0,33.097,0,0
BESS_03,2025-01-01 08:30:00,0,0.0,33.801,0,0
BESS_04,2025-01-01 08:30:00,0,0.0,33.865,0,0
SOLAR_01,2025-01-01 08:30:00,0,0.0,71.438,0,0
SOLAR_02,2025-01-01 08:30:00,0,0.0,70.23,0,0
SOLAR_03,2025-01-01 08:30:00,0,0.0,68.561,0,0
SOLAR_04,2025-01-01 08:30:00,0,0.0,68.887,0,0
SELF_01,2025-01-01 08:30:00,0,29.573,0.0,0,0
GRID_01,2025-01-01 08:30:00,0,0.0,383.12,0,0
DEST_01,2025-01-01 08:30:00,0,375.464,0.0,0,0
BESS_01,2025-01-01 09:00:00,0,0.0,34.636,0,0
BESS_02,2025-01-01 09:00:00,0,0.0,35.825,0,0
BESS_03,2025-01-01 09:00:00,0,0.0,34.91,0,0
BESS_04,2025-01-01 09:00:00,0,0.0,36.171,0,0
SOLAR_01,2025-01-01 09:00:00,0,0.0,76.023,0,0
SOLAR_02,2025-01-01 09:00:00,0,0.0,72.473,0,0
SOLAR_03,2025-01-01 09:00:00,0,0.0,73.474,0,0
SOLAR_04,2025-01-01 09:00:00,0,0.0,74.089,0,0
SELF_01,2025-01-01 09:00:00,0,30.737,0.0,0,0
GRID_01,2025-01-01 09:00:00,0,0.0,406.864,0,0
DEST_01,2025-01-01 09:00:00,0,398.734,0.0,0,0
BESS_01,2025-01-01 09:30:00,0,0.0,36.708,0,0
BESS_02,2025-01-01 09:30:00,0,0.0,37.105,0,0
BESS_03,2025-01-01 09:30:00,0,0.0,36.277,0,0
BESS_04,2025-01-01 09:30:00,0,0.0,38.097,0,0
SOLAR_01,2025-01-01 09:30:00,0,0.0,81.521,0,0
SOLAR_02,2025-01-01 09:30:00,0,0.0,74.774,0,0
SOLAR_03,2025-01-01 09:30:00,0,0.0,78.706,0,0
SOLAR_04,2025-01-01 09:30:00,0,0.0,79.513,0,0
SELF_01,2025-01-01 09:30:00,0,31.884,0.0,0,0
GRID_01,2025-01-01 09:30:00,0,0.0,430.817,0,0
DEST_01,2025-01-01 09:30:00,0,422.208,0.0,0,0
BESS_01,2025-01-01 10:00:00,0,0.0,38.789,0,0
BESS_02,2025-01-01 10:00:00,0,0.0,38.135,0,0
BESS_03,2025-01-01 10:00:00,0,0.0,37.463,0,0
BESS_04,2025-01-01 10:00:00,0,0.0,40.604,0,0
SOLAR_01,2025-01-01 10:00:00,0,0.0,84.466,0,0
SOLAR_02,2025-01-01 10:00:00,0,0.0,78.4,0,0
SOLAR_03,2025-01-01 10:00:00,0,0.0,82.631,0,0
SOLAR_04,2025-01-01 10:00:00,0,0.0,84.972,0,0
SELF_01,2025-01-01 10:00:00,0,34.237,0.0,0,0
GRID_01,2025-01-01 10:00:00,0,0.0,451.223,0,0
DEST_01,2025-01-01 10:00:00,0,442.207,0.0,0,0
BESS_01,2025-01-01 10:30:00,0,0.0,39.794,0,0
BESS_02,2025-01-01 10:30:00,0,0.0,39.916,0,0
BESS_03,2025-01-01 10:30:00,0,0.0,40.316,0,0
BESS_04,2025-01-01 10:30:00,0,0.0,43.174,0,0
SOLAR_01,2025-01-01 10:30:00,0,0.0,87.607,0,0
SOLAR_02,2025-01-01 10:30:00,0,0.0,83.186,0,0
SOLAR_03,2025-01-01 10:30:00,0,0.0,87.553,0,0
SOLAR_04,2025-01-01 10:30:00,0,0.0,90.105,0,0
SELF_01,2025-01-01 10:30:00,0,36.23,0.0,0,0
GRID_01,2025-01-01 10:30:00,0,0.0,475.422,0,0
DEST_01,2025-01-01 10:30:00,0,465.922,0.0,0,0
BESS_01,2025-01-01 11:00:00,0,0.0,41.173,0,0
BESS_02,2025-01-01 11:00:00,0,0.0,41.351,0,0
BESS_03,2025-01-01 11:00:00,0,0.0,41.433,0,0
BESS_04,2025-01-01 11:00:00,0,0.0,45.646,0,0
SOLAR_01,2025-01-01 11:00:00,0,0.0,89.851,0,0
SOLAR_02,2025-01-01 11:00:00,0,0.0,86.441,0,0
SOLAR_03,2025-01-01 11:00:00,0,0.0,89.754,0,0
SOLAR_04,2025-01-01 11:00:00,0,0.0,94.012,0,0
SELF_01,2025-01-01 11:00:00,0,38.609,0.0,0,0
GRID_01,2025-01-01 11:00:00,0,0.0,491.052,0,0
DEST_01,2025-01-01 11:00:00,0,481.24,0.0,0,0
BESS_01,2025-01-01 11:30:00,0,0.0,42.287,0,0
BESS_02,2025-01-01 11:30:00,0,0.0,43.367,0,0
BESS_03,2025-01-01 11:30:00,0,0.0,44.136,0,0
BESS_04,2025-01-01 11:30:00,0,0.0,46.783,0,0
SOLAR_01,2025-01-01 11:30:00,0,0.0,92.123,0,0
SOLAR_02,2025-01-01 11:30:00,0,0.0,91.888,0,0
SOLAR_03,2025-01-01 11:30:00,0,0.0,93.369,0,0
SOLAR_04,2025-01-01 11:30:00,0,0.0,99.779,0,0
SELF_01,2025-01-01 11:30:00,0,40.464,0.0,0,0
GRID_01,2025-01-01 11:30:00,0,0.0,513.268,0,0
DEST_01,2025-01-01 11:30:00,0,503.011,0.0,0,0
BESS_01,2025-01-01 12:00:00,0,0.0,43.367,0,0
BESS_02,2025-01-01 12:00:00,0,0.0,44.531,0,0
BESS_03,2025-01-01 12:00:00,0,0.0,46.451,0,0
BESS_04,2025-01-01 12:00:00,0,0.0,48.913,0,0
SOLAR_01,2025-01-01 12:00:00,0,0.0,95.388,0,0
SOLAR_02,2025-01-01 12:00:00,0,0.0,94.931,0,0
SOLAR_03,2025-01-01 12:00:00,0,0.0,98.048,0,0
SOLAR_04,2025-01-01 12:00:00,0,0.0,103.035,0,0
SELF_01,2025-01-01 12:00:00,0,41.862,0.0,0,0
GRID_01,2025-01-01 12:00:00,0,0.0,532.802,0,0
DEST_01,2025-01-01 12:00:00,0,522.156,0.0,0,0
BESS_01,2025-01-01 12:30:00,0,0.0,45.658,0,0
BESS_02,2025-01-01 12:30:00,0,0.0,46.445,0,0
BESS_03,2025-01-01 12:30:00,0,0.0,49.309,0,0
BESS_04,2025-01-01 12:30:00,0,0.0,51.785,0,0
SOLAR_01,2025-01-01 12:30:00,0,0.0,97.426,0,0
SOLAR_02,2025-01-01 12:30:00,0,0.0,99.416,0,0
SOLAR_03,2025-01-01 12:30:00,0,0.0,102.3,0,0
SOLAR_04,2025-01-01 12:30:00,0,0.0,105.435,0,0
SELF_01,2025-01-01 12:30:00,0,43.668,0.0,0,0
GRID_01,2025-01-01 12:30:00,0,0.0,554.104,0,0
DEST_01,2025-01-01 12:30:00,0,543.032,0.0,0,0
BESS_01,2025-01-01 13:00:00,0,0.0,46.923,0,0
BESS_02,2025-01-01 13:00:00,0,0.0,48.143,0,0
BESS_03,2025-01-01 13:00:00,0,0.0,50.446,0,0
BESS_04,2025-01-01 13:00:00,0,0.0,53.273,0,0
SOLAR_01,2025-01-01 13:00:00,0,0.0,100.566,0,0
SOLAR_02,2025-01-01 13:00:00,0,0.0,103.168,0,0
SOLAR_03,2025-01-01 13:00:00,0,0.0,106.473,0,0
SOLAR_04,2025-01-01 13:00:00,0,0.0,108.645,0,0
SELF_01,2025-01-01 13:00:00,0,46.144,0.0,0,0
GRID_01,2025-01-01 13:00:00,0,0.0,571.493,0,0
DEST_01,2025-01-01 13:00:00,0,560.072,0.0,0,0
BESS_01,2025-01-01 13:30:00,0,0.0,48.981,0,0
BESS_02,2025-01-01 13:30:00,0,0.0,50.479,0,0
BESS_03,2025-01-01 13:30:00,0,0.0,52.555,0,0
BESS_04,2025-01-01 13:30:00,0,0.0,56.137,0,0
SOLAR_01,2025-01-01 13:30:00,0,0.0,102.98,0,0
SOLAR_02,2025-01-01 13:30:00,0,0.0,108.681,0,0
SOLAR_03,2025-01-01 13:30:00,0,0.0,109.531,0,0
SOLAR_04,2025-01-01 13:30:00,0,0.0,114.204,0,0
SELF_01,2025-01-01 13:30:00,0,48.258,0.0,0,0
GRID_01,2025-01-01 13:30:00,0,0.0,595.289,0,0
DEST_01,2025-01-01 13:30:00,0,583.394,0.0,0,0
BESS_01,2025-01-01 14:00:00,0,0.0,50.544,0,0
BESS_02,2025-01-01 14:00:00,0,0.0,51.9,0,0
BESS_03,2025-01-01 14:00:00,0,0.0,54.241,0,0
BESS_04,2025-01-01 14:00:00,0,0.0,58.512,0,0
SOLAR_01,2025-01-01 14:00:00,0,0.0,108.392,0,0
SOLAR_02,2025-01-01 14:00:00,0,0.0,112.702,0,0
SOLAR_03,2025-01-01 14:00:00,0,0.0,112.535,0,0
SOLAR_04,2025-01-01 14:00:00,0,0.0,119.837,0,0
SELF_01,2025-01-01 14:00:00,0,49.334,0.0,0,0
GRID_01,2025-01-01 14:00:00,0,0.0,619.329,0,0
DEST_01,2025-01-01 14:00:00,0,606.952,0.0,0,0
BESS_01,2025-01-01 14:30:00,0,0.0,53.203,0,0
BESS_02,2025-01-01 14:30:00,0,0.0,52.988,0,0
BESS_03,2025-01-01 14:30:00,0,0.0,55.908,0,0
BESS_04,2025-01-01 14:30:00,0,0.0,59.773,0,0
SOLAR_01,2025-01-01 14:30:00,0,0.0,114.311,0,0
SOLAR_02,2025-01-01 14:30:00,0,0.0,115.349,0,0
SOLAR_03,2025-01-01 14:30:00,0,0.0,116.303,0,0
SOLAR_04,2025-01-01 14:30:00,0,0.0,124.66,0,0
SELF_01,2025-01-01 14:30:00,0,51.175,0.0,0,0
GRID_01,2025-01-01 14:30:00,0,0.0,641.319,0,0
DEST_01,2025-01-01 14:30:00,0,628.504,0.0,0,0
BESS_01,2025-01-01 15:00:00,0,0.0,56.093,0,0
BESS_02,2025-01-01 15:00:00,0,0.0,55.37,0,0
BESS_03,2025-01-01 15:00:00,0,0.0,57.206,0,0
BESS_04,2025-01-01 15:00:00,0,0.0,60.845,0,0
SOLAR_01,2025-01-01 15:00:00,0,0.0,117.788,0,0
SOLAR_02,2025-01-01 15:00:00,0,0.0,119.559,0,0
SOLAR_03,2025-01-01 15:00:00,0,0.0,120.022,0,0
SOLAR_04,2025-01-01 15:00:00,0,0.0,126.827,0,0
SELF_01,2025-01-01 15:00:00,0,52.722,0.0,0,0
GRID_01,2025-01-01 15:00:00,0,0.0,660.988,0,0
DEST_01,2025-01-01 15:00:00,0,647.778,0.0,0,0
BESS_01,2025-01-01 15:30:00,0,0.0,59.037,0,0
BESS_02,2025-01-01 15:30:00,0,0.0,56.45,0,0
BESS_03,2025-01-01 15:30:00,0,0.0,58.922,0,0
BESS_04,2025-01-01 15:30:00,0,0.0,63.209,0,0
SOLAR_01,2025-01-01 15:30:00,0,0.0,122.455,0,0
SOLAR_02,2025-01-01 15:30:00,0,0.0,122.974,0,0
SOLAR_03,2025-01-01 15:30:00,0,0.0,124.261,0,0
SOLAR_04,2025-01-01 15:30:00,0,0.0,132.326,0,0
SELF_01,2025-01-01 15:30:00,0,55.183,0.0,0,0
GRID_01,2025-01-01 15:30:00,0,0.0,684.452,0,0
DEST_01,2025-01-01 15:30:00,0,670.772,0.0,0,0
BESS_01,2025-01-01 16:00:00,0,0.0,61.889,0,0
BESS_02,2025-01-01 16:00:00,0,0.0,57.924,0,0
BESS_03,2025-01-01 16:00:00,0,0.0,60.247,0,0
BESS_04,2025-01-01 16:00:00,0,0.0,65.809,0,0
SOLAR_01,2025-01-01 16:00:00,0,0.0,125.164,0,0
SOLAR_02,2025-01-01 16:00:00,0,0.0,126.623,0,0
SOLAR_03,2025-01-01 16:00:00,0,0.0,126.979,0,0
SOLAR_04,2025-01-01 16:00:00,0,0.0,138.024,0,0
SELF_01,2025-01-01 16:00:00,0,57.357,0.0,0,0
GRID_01,2025-01-01 16:00:00,0,0.0,705.301,0,0
DEST_01,2025-01-01 16:00:00,0,691.204,0.0,0,0
BESS_01,2025-01-01 16:30:00,0,0.0,64.229,0,0
BESS_02,2025-01-01 16:30:00,0,0.0,60.394,0,0
BESS_03,2025-01-01 16:30:00,0,0.0,61.743,0,0
BESS_04,2025-01-01 16:30:00,0,0.0,67.128,0,0
SOLAR_01,2025-01-01 16:30:00,0,0.0,129.969,0,0
SOLAR_02,2025-01-01 16:30:00,0,0.0,130.153,0,0
SOLAR_03,2025-01-01 16:30:00,0,0.0,129.134,0,0
SOLAR_04,2025-01-01 16:30:00,0,0.0,141.907,0,0
SELF_01,2025-01-01 16:30:00,0,58.656,0.0,0,0
GRID_01,2025-01-01 16:30:00,0,0.0,725.999,0,0
DEST_01,2025-01-01 16:30:00,0,711.487,0.0,0,0
BESS_01,2025-01-01 17:00:00,0,0.0,65.928,0,0
BESS_02,2025-01-01 17:00:00,0,0.0,63.035,0,0
BESS_03,2025-01-01 17:00:00,0,0.0,64.486,0,0
BESS_04,2025-01-01 17:00:00,0,0.0,68.573,0,0
SOLAR_01,2025-01-01 17:00:00,0,0.0,134.609,0,0
SOLAR_02,2025-01-01 17:00:00,0,0.0,133.747,0,0
SOLAR_03,2025-01-01 17:00:00,0,0.0,132.248,0,0
SOLAR_04,2025-01-01 17:00:00,0,0.0,144.184,0,0
SELF_01,2025-01-01 17:00:00,0,60.816,0.0,0,0
GRID_01,2025-01-01 17:00:00,0,0.0,745.994,0,0
DEST_01,2025-01-01 17:00:00,0,731.083,0.0,0,0
BESS_01,2025-01-01 17:30:00,0,0.0,67.947,0,0
BESS_02,2025-01-01 17:30:00,0,0.0,65.394,0,0
BESS_03,2025-01-01 17:30:00,0,0.0,67.173,0,0
BESS_04,2025-01-01 17:30:00,0,0.0,70.236,0,0
SOLAR_01,2025-01-01 17:30:00,0,0.0,136.719,0,0
SOLAR_02,2025-01-01 17:30:00,0,0.0,139.255,0,0
SOLAR_03,2025-01-01 17:30:00,0,0.0,135.293,0,0
SOLAR_04,2025-01-01 17:30:00,0,0.0,148.507,0,0
SELF_01,2025-01-01 17:30:00,0,63.291,0.0,0,0
GRID_01,2025-01-01 17:30:00,0,0.0,767.232,0,0
DEST_01,2025-01-01 17:30:00,0,751.898,0.0,0,0
BESS_01,2025-01-01 18:00:00,0,0.0,70.14,0,0
BESS_02,2025-01-01 18:00:00,0,0.0,67.085,0,0
BESS_03,2025-01-01 18:00:00,0,0.0,69.746,0,0
BESS_04,2025-01-01 18:00:00,0,0.0,72.109,0,0
SOLAR_01,2025-01-01 18:00:00,0,0.0,142.656,0,0
SOLAR_02,2025-01-01 18:00:00,0,0.0,141.717,0,0
SOLAR_03,2025-01-01 18:00:00,0,0.0,140.891,0,0
SOLAR_04,2025-01-01 18:00:00,0,0.0,151.267,0,0
SELF_01,2025-01-01 18:00:00,0,64.358,0.0,0,0
GRID_01,2025-01-01 18:00:00,0,0.0,791.253,0,0
DEST_01,2025-01-01 18:00:00,0,775.439,0.0,0,0
BESS_01,2025-01-01 18:30:00,0,0.0,72.18,0,0
BESS_02,2025-01-01 18:30:00,0,0.0,69.698,0,0
BESS_03,2025-01-01 18:30:00,0,0.0,72.12,0,0
BESS_04,2025-01-01 18:30:00,0,0.0,74.989,0,0
SOLAR_01,2025-01-01 18:30:00,0,0.0,147.604,0,0
SOLAR_02,2025-01-01 18:30:00,0,0.0,144.506,0,0
SOLAR_03,2025-01-01 18:30:00,0,0.0,144.616,0,0
SOLAR_04,2025-01-01 18:30:00,0,0.0,157.062,0,0
SELF_01,2025-01-01 18:30:00,0,66.739,0.0,0,0
GRID_01,2025-01-01 18:30:00,0,0.0,816.036,0,0
DEST_01,2025-01-01 18:30:00,0,799.726,0.0,0,0
BESS_01,2025-01-01 19:00:00,0,0.0,74.506,0,0
BESS_02,2025-01-01 19:00:00,0,0.0,70.948,0,0
BESS_03,2025-01-01 19:00:00,0,0.0,74.92,0,0
BESS_04,2025-01-01 19:00:00,0,0.0,77.003,0,0
